id,review_text,stars,sentiment_label,sentiment
en_0090945,"Mostly powder

I have this item on auto-subscribe and use it as a treat I can bring with me on walks. Normally, the treats are nice bite size cubes. This latest batch was mostly shards and powder and impossible to use except as a food topper. Not sure whether I will continue buying",2,0,negative
en_0533849,"If you care about water usage get one..

Reliable and worth it..",4,2,positive
en_0775723,"love these products

I love the Zagg products as they have never let me down, both with quality and the look",5,2,positive
en_0455160,"Three Stars

The Phone charge was broken , it is doesn't work properly.",3,1,neutral
en_0834392,"Small handle

This is well made and I like the color on the handle as Its easier to see but the loop in the handle is too small. When wearing gloves my husband can't get his hand into the loop and he will be wearing gloves for dog walking a lot!",3,1,neutral
en_0719816,"Shop elsewhere

Although a cute color, this cannister came with a leak that renders it completely useless.",1,0,negative
en_0501051,"Poor Packaging

My shampoo and conditioner arrived but I’m very poor shape. It wasn’t packaged properly. Shampoo spilled in the envelope as well as the plastic it was wrapped in. The plastic and the envelope did not protect the items. I’m so disappointed because this shampoo and conditioner is not cheap. I’m very disappointed.",2,0,negative
en_0172661,"Too Small

Cute! But way too small. I bought a 9-12 month and it is the same length as Carters 6-9 except wider. Just size up especially if your child is average or larger than average size.",3,1,neutral
en_0026368,"Works well

As described, I'm happy",3,1,neutral
en_0909264,"The two brushes work great on the furniture and clothing

The two brushes work great on the furniture and clothing, but my cat hates the glove. All together it was a good purchase. I would strongly consider purchasing again, but without the glove.",4,2,positive
en_0277011,"Sounds is perfect

Sound quality is amazing you don’t even have to turn up the volume all the way up to hear the bass!",5,2,positive
en_0849251,"Three Stars

too heavy for a baby",3,1,neutral
en_0411857,"Great beginners choice

Very pleased with purchase great value and very good beginners choice",5,2,positive
en_0190276,"Satisfied customer.

I have owned a copy of, The greatest story ever told. And recently bought one off Amazon for my friend as a gift. Very happy with the product.",5,2,positive
en_0045669,"Gopher activity worse now that these were installed a month ago!

We have installed four of these closely following the instructions and were hopeful they would work well for us. Activity increased and we waited since the instructions state, ""Mole & Gopher Sonic Spike must be used continuously for 7-14 days before ground rodents start to move away from the area."" These spikes have been in place over a month now. That was a mistake for us, since now it's too late for us to return them. The spikes are still out there beeping away and this morning the damage is worse with too much to get into the photographs. The cost of these four spikes plus the time to carefully install them correctly and now more yard, lawn, and garden damage! We do not recommend these Mole & Gopher Sonic Spikes.",1,0,negative
en_0245925,"Three Stars

Like the look. Do not like how heavy it is. Do not like the plastic cover on the keyboard.",3,1,neutral
en_0622096,"Right part for the job.

Exact replacement. Everyone's right, the bond material is quite runny. Make certain that you use a brush to cover the entire surface before installing it or you'll have leaks, as I discovered :(.",5,2,positive
en_0437880,"disappointed! Your head out of your a$$

Company sent me a nissan bed cover,I own a Dodge Ram! Nobody is willing to send the correct one. I'm very disapointed!",1,0,negative
en_0749824,"These are good for replacement or quick emergency goggles but not for ...

These are good for replacement or quick emergency goggles but not for everyday riding. The frame foam is hard and not very comfortable to wear day in day out. The fit is okay but not a good solid eye seal.",3,1,neutral
en_0325897,"build quality is not that great..

Decent one.. build quality is not that great..",3,1,neutral
en_0573294,"Well I really enjoyed this watch until last weekend in Moab

Well I really enjoyed this watch until last weekend in Moab. While sitting in the relaxing hot tub my watch screen went blank and the watch started to vibrate. I have tried multiple remedies. I believe it is no longer good.",2,0,negative
en_0601918,"Bad bad bad :(

This is the biggest P.O.S. screen protector I have ever come into contact with. First of all the directions are difficult to follow. Secondly, the screen protector doesn't even fit the screen, it doesn't stick to the curved part. It just lays flat on the screen the sides sticking out, like how a piece of cardboard would sit on top of a pillow. I bought the two pack for twice the frustration. The first screen protector ripped during installation, I was almost done installing it and was removing the last sticker, the film was only serrated where it should have been cut, so when it should have cleanly seperated from the film it ripped it instead. My second attempt didn't even get as far as the first. When I layed the film down on the screen there were so many bubbles I was unable to save it. This is just a terrible design overall. Don't buy it.",1,0,negative
en_0905886,"Supermarket Mania

Great game ... 2 thumbs up",4,2,positive
en_0705940,"Smells good!

Loved that it was cheaper than Walmart and delivered to me!",5,2,positive
en_0830336,"A difficult time

That was certainly a time of everyone having to watch out for themselves. It seemed that each person had another handful of people who were trying to kill them. Mary certainly ruled in a way that once she was deposed, she didn’t have many friends.",3,1,neutral
en_0954360,"Coating bad on pan

Definitely disappointed in the spring form pan the coating came off after first use. The rest is good",2,0,negative
en_0129619,"OEM is worth it

I had the original band for my watch that I wore every single day, for about 10 years (not an exaggeration), before it finally broke. This one lasted less than a year with limited use since I now only wear it for field work. It caught once on some metal I beams and it tore right off. Also installing this thing was ridiculous, it took about 30 minutes fumbling with the pins.",2,0,negative
en_0287698,"Easily applied and superior protection, touch response excellent

Unlike some who complained about the application, I had no problem getting it on cleanly and strait the first time. And I have a couple of spares now if they become necessary (so far not needed). I've been using the phone for months now and its working great. No scratches even. i'd buy again if necessary, but doesn't seem to be needed as I'm still using the first protector!",5,2,positive
en_0510731,"Terrible ending

Great book until the ending. The ending was terrible. I don’t often get irritated at books but this was one of them.",3,1,neutral
en_0505549,"After only having this product for 2 months my daughter ...

After only having this product for 2 months my daughter is not able to select items, as if it were frozen. We have turned it on and off and gave it a break but nothing. She has not dropped it and no water damage. I was excited for her to have an electronic that would contribute to her learning .",2,0,negative
en_0081457,"Great product. Finally removed the stubborn tarnish from my ...

Great product. Finally removed the stubborn tarnish from my me & ro ankle bracelets. Easy to use and fast. Recommended it to everyone",5,2,positive
en_0853456,"Interesting but misleading. Not much about aviation.

It's okay, well written and fairly interesting. The title is kind of misleading. I was expecting a book about aviation, but it's mostly about the author's life in Africa. It's interesting, but the aviation part is relatively minor. So if you want to read a book about a girl growing up in Africa I would rate it a 5. As an aviation entry it gets a 3.",3,1,neutral
en_0143887,"Convenient Size

I like the overall size of the wallet and the look/feel. I only gave three stars because the plastic card slots have torn out very easily and the zipper has separated several times.",3,1,neutral
en_0627006,"almost like they used sweat pants to make it

its okay. the only thing that saves it is the top. the material looks kind of dingy. almost like they used sweat pants to make it. i would not recommend unless you are shaped like the people they show. If you are too small, like me, i do not recommend.",2,0,negative
en_0263767,"Fits perfectly

I love my hat. It seems to be of great quality and it looks really cute.",5,2,positive
en_0617077,"You don’t get three!

Love the mascara. Hate the fact that I didn’t get what I ordered and paid for. Ordered, and paid for THREE, received ONE!",1,0,negative
en_0706732,"didnt work for me

I had to return this product as the screwdriver supplied was worthless to unscrew the screws on my Fitbit.",3,1,neutral
en_0286166,"Squeaker Wouldn’t recommend

After day one it makes a squeaking noise. I purchased to use at my office, but had to stop as the squeaking noise is distracting and annoying to all of us. If a constant loud squeak wouldn’t bother you, then maybe you can try it out",3,1,neutral
en_0717364,"Straps are way to close

Straps are too short even with extending them. The top of the straps are too close to center so they end up rubbing against your neck. The size and bright red color are great. The plastic is very thick which is good so won't tear easily",3,1,neutral
en_0239283,"Problems with refund

I returned the mirror & they refunded my cost, but I was recharged for it after they stated they did not receive it. I have no way to contact them to discuss my tracking number for the returned item.",1,0,negative
en_0485017,"Good product however...

The product seems well made. But it has to be for small dogs only. It barely covers any space between my back and front seats. (Subaru legacy) it is hardly adequate for any dog from medium up",3,1,neutral
en_0716037,"Works as intended

They are sturdy and worth the price.",4,2,positive
en_0977822,"I only wash this item by hand in cold water ...

I only wash this item by hand in cold water and hang it to dry. The leg straps are starting to seperate .",3,1,neutral
en_0964548,"NOT compatible with iPhoneX

Definitely NOT compatible with iPhoneX. Money wasted! Return process seems deliberately complicated to deter any returns. Seller does not reply to emails.",1,0,negative
en_0234126,"need to use other lighter BB cream to put a thin layer on top of it to look better.

The color is darker that what I expected, need to use other lighter BB cream to put a thin layer on top of it to look better.",3,1,neutral
en_0397179,"Affordable

The headset works well for gaming, has a clear mic, not distorted at all.",5,2,positive
en_0987448,"Don't miss it

One of my all time favorite sci-fi movies. It still holds up pretty well even today.",5,2,positive
en_0896791,"Very cute and love the items that came in this set

Very cute and love the items that came in this set. Only problem is that the suitcase won't stay shut.",3,1,neutral
en_0256647,"Great buy cant be at the price with a stick

Great product easy installation and lights work perfectly. Only issue lights come on randomly by their self",4,2,positive
en_0004251,"Didnt fit.

Didnt fit my 1999 Ford Ranger. Check your existing filter fittings before buying(i didnt!) to make sure that they are the same.",3,1,neutral
en_0042250,"I loved these at first.

These fit me perfectly, I loved how soft they were, and how warm they kept my feet in the winter. I only wore them inside the house, but unfortunately they completely fell apart after 5 months of use. They are unwearable now. After they started to fall apart I could see that the stitching was 1/4 inch apart between stiches and was only held together by 1 thin thread. I'm sad because I really wanted these to last.",2,0,negative
en_0992224,"Not a King-sized Conforter

It’s definitely soft and cozy, but it is not a King comforter. It’s a bit too long and not nearly wide enough to cover a King sized bed. It works better as a duvet insert, but making the bed is cumbersome because it doesn’t fill the width of the duvet. It’s nice that it has loops at the corners to tie it into the duvet cover.",3,1,neutral
en_0152843,"Never received item

Never received the item",1,0,negative
en_0696124,"Not Happy

Just took the paper out of the cylinder it was shipped in and there was a huge dent right in the center of the roll. Looking closer, and I saw that there's also a mark on the cardboard tube it came in, so I'm guessing it happened during shipping. But we've ordered paper from another company and it came in a long box completely undamaged. These definitely need to be shipped in a different kind package marked fragile or something. I took the paper out and unrolled it a few feet and it's seriously damaged at least halfway through. It is VERY noticable and I don't know how I'm supposed to work with that. Very upset I didn't spend the extra on the other company that costed a little bit more.",1,0,negative
en_0965509,"Umbrella

Beautiful umbrella and great product",5,2,positive
en_0479683,"Nice nozzle

The nozzle arrived on time, with extra o-rings, too. Works nicely.",5,2,positive
en_0340179,"read and re-read

it was difficult to understand ths install directions",2,0,negative
en_0007175,"Three Stars

cute but the leather started peeling after about 2 weeks.",3,1,neutral
en_0366513,"No results for me

I haven’t seen any results. Just a moisture goal oil",3,1,neutral
en_0492632,"Nice variety & delicious!

I love that this has a combo of fruit and nuts. It's nicely boxed and the nuts are wrapped separately in the container so they don't spill or get mixed in with the fruits. The fruits themselves are still soft and chewy, enough that my toddler can eat them too. Everything tastes just as it should, subtly sweet. I've never had dried pineapples but they are very sweet and have no tartness, very nice. The pistachios are lightly salted, full of flavor and crack open easily. The almonds are big and flavorful as well. We sat this out for Thanksgiving and it was almost gone by that evening.",5,2,positive
en_0831650,"Very thin

I wasn't really expecting much from this tarp since it was cheap. Its very thin and already had a couple holes in it. We put tape over the holes and still used it as a rain fly over our tent. It still kept us dry so it wasn't a total disappointment.",3,1,neutral
en_0258259,"Nice product but no insulated bag

This has been my second time ordering this probiotic and I am happy with the effects on my digestion. The bottle is dark glass and ""cute"" and all but mine didn't come in an insulated bag either time and I live in desert area so by the time I got it out of the mail box and opened it the bottle was super hot. I hope it doesn't lessen effectiveness like everyone is saying...",3,1,neutral
en_0720302,"Case not as expected

Not what expected. It will be getting returned. Its basically piece of paper glued on back as design. The back part for the camera gets blocked so when you take a photo it's not clear because part of the case is covering that part.",1,0,negative
en_0368697,"Two Stars

Never came with instructions",2,0,negative
en_0575783,"Very poor quality

The first time my grandson used this, the waist strap holder ripped. Now they can't use it at all.",1,0,negative
en_0700315,"Just the color I was looking for.

I would like it to be a little long but that is the stander size. thank you.",4,2,positive
en_0107162,"Low Quality Fabric

Pretty and comfortable top, but the fabric is low quality. I bought this to wear postpartum, and, 3 months after I had my baby, it's pilled all over and looks very used. Disappointing.",3,1,neutral
en_0124528,"Works but very painful. There has to be a better way

Works but very painful. There has to be a better way.",3,1,neutral
en_0647559,"Disappointed

Bought the big box for a game night. Most of us done this before and knew what to expect but to my disappointment seems like you got an old box. Beans were hard and really couldn't tell what flavors we had until we swallowed. They must have been old/stale jelly beans.",2,0,negative
en_0996342,"packaging terrible\. the long box tore tryin to get ...

packaging terrible\. the long box tore tryin to get two inner seasons out of box. All the discs were lose and rattling when it was delivered .I have not tried them all to see if they were damaged. DO NOT BUY THIS",2,0,negative
en_0634098,"They work great, but I wish I can reuse then

They work great, but I wish I can reuse then. They give real hard time lighting it again after one use.",4,2,positive
en_0116375,"The sizing is off.

They are way bigger than the usual large and packaging says ""mens"" which is not even an option when ordering.",3,1,neutral
en_0314481,"just great.

Stitching came apart first wear on the sleeve, just great.",1,0,negative
en_0963347,"Sizes not available.

For some reason there was no 2X size available the next size was too big.",2,0,negative
en_0814540,"not my favorite

They are ok.. not my favorite",3,1,neutral
en_0383100,"Five Stars

Sounds good. I like it!",5,2,positive
en_0678225,"Works for Laptops.

It doesn't work with all computers. Each time its hooked up to a desktop it locks up the whole computer. It only works with my laptops.",2,0,negative
en_0040725,"Sleeves were too big and did not fit as nice. Paid $1 less here

Bought same dress in a different color from a different seller and sent this one back. Sleeves were too big and did not fit as nice. Paid $1 less here. But had to return.",3,1,neutral
en_0644830,"Long wait

I gave this three stars because it literally took six months to come in. Other than the outrageous wait time, they’re good!!",3,1,neutral
en_0444478,"Perfect.

As described! Perfect.",5,2,positive
en_0255076,"Satisfied

Very nice price for the quantity and durability",5,2,positive
en_0823792,"Returned

I ended up returning these. They did not feel like they were good quality and I didn't think they would be very absorbent. Prefer cotton.",3,1,neutral
en_0979015,"Didn't Feel Anything

I use Biofreeze spray a lot, so I decided to give their patch a try. Well, two thumbs down. I didn't feel anything from the patch... nothing! Needless to say, I won't buy again and I don't recommend them.",1,0,negative
en_0246543,"It’s easy to put her on sleep with this music as ...

My little one is playing this music phone all the time. It’s easy to put her on sleep with this music as well.",5,2,positive
en_0215545,"Needs more!!!!

It needs more product fir the price.",3,1,neutral
en_0037721,"Good for outdoor use. Not for wood dining table.

They are plastic and porous. No protection from spills or dampness etc.",2,0,negative
en_0841751,"so just get a size up!

The leggings are super cute, but I usually wear a small and decided to get a medium and that was the thing to do. If the leggings got smaller I think how some people experienced ripping the same would happen here. well the leggings are really comfortable and we will see how they last at the gym today, great buy highly recommend just get a size up and all will be grand.",4,2,positive
en_0816000,"Three Stars

it worked okay I thought it would be a stronger product",3,1,neutral
en_0747255,"Buy one size bigger, runs small

I bought these according to others reviews. I went 2 sizes higher and could have only went 1 size.",4,2,positive
en_0178637,"I love the way they look but have not tried them ...

I love the way they look but have not tried them yet - I take a wide shoe size - so I was grateful not to cramp my feet. I followed directions in how to measure my feet to conform to their sizes. I will follow up when I use them, I am hoping that they do not get stained by salt in the winter.",5,2,positive
en_0580999,"Dead hair feels alive

I don’t normally like hair mask, but I like this one. I’m Not a fan of hair mask because of the way they feel when putting it in your hair but I like this one. It doesn’t feel funny when putting it in the hair and it makes my dead hair feel super soft and silky. I know my hair is still dead but at least it doesn’t feel like it after using this product.",5,2,positive
en_0071418,"Digital copy not valid!

The movie is fun and much like the 5th Element in its imagination. The copy I purchased stated on its picture that it had a digital copy and I tried for it and have been blocked for no apparent reason. So this is a false promise and if this was important to you, beware.",4,2,positive
en_0329312,"Resulting smell of the bag not pleasant

Took away the dog smell, but the resulting smell from the bag is not particularly pleasant. I expected no smell when I used the product.",5,2,positive
en_0208458,"Three Stars

Good beef but didn’t really like the taste. Very odd for my wife and I",3,1,neutral
en_0134852,"A nice broom

This broom is perfect for what I was looking for.... it is soft , as I got it for my hardwood floors.... the dust pan is also good for the floors... overall it is perfect...",5,2,positive
en_0086407,"Doesnt work.

No matter the setting it wont turn on as it should. Even if you simply turn it to the ""on"" position, half the time it wont even do that. New batteries, set up per instructions. I wont ever trust it to do its thing while I am away.",1,0,negative
en_0939469,"Hand set / Speaker

I like the hand set / speaker set so when I am off road and communicating with others in our group I can have the transceiver stationary and set the hand set / speaker nearby without having the transceiver attached to my body",4,2,positive
en_0133786,"Not bad

These only lasted one day at my house. Probably from the kids jumping on them but they worked fine. I will try the old school ones next.",3,1,neutral
en_0812240,"Didn’t hold up!

I am so disappointed in these shears! They have only been used a few times as I have a lot of shears, they are totally dull and useless! My husband tried to sharpen them but they just didn’t sharpen back up, I’m throwing them out!",1,0,negative
en_0983276,"Screen works ok but colors seem a bit muted compared ...

Screen works ok but colors seem a bit muted compared to original. Can't complain much about that for the price point. I can complain about the fact the phillips head screwdriver's point broke off in the first fastener it touched. I was able to reshape the screwdriver with some sandpaper and get it to work but it put up a fight for a bit.",3,1,neutral
en_0587073,"Works great: D Love them

Works great :D Love them!",5,2,positive
en_0747640,"Great case!

I've only had the case for a few days, but so far so good. It works just like it was described, and it seems to give my phone plenty of protection.",5,2,positive
en_0851630,"Too small

Too small plus most was broken even the boxes",2,0,negative
en_0371427,"Not impressed

Got this in August, zipper already broke. Lasted 3 months.",1,0,negative
en_0458877,"Excellent

My beagle weights 26 pounds, has 12 y/o, has one eye and underwent bilateral knee surgery. She can no longer go on long walks. This helps her stay active and still participate on long outings. Thank you!",5,2,positive
en_0848112,"Cute but small

Came quickly, very cute but also quite small. They fit, I can wear them but would be much more attractive if they were larger.",3,1,neutral
en_0069555,"Outer Shell Broken

This case is really cute. Easy to install. Great grip. Unfortunately the outer shell has broken just from removal.",4,2,positive
en_0877130,"Very small

It might have been pretty, but it runs too small.",2,0,negative
en_0557766,"Kind of fell flat

The second film of Halloween by Rob Zombie and it was all right. It's like a fever dream mixed with gore and psychological to boot. The plot moves at an all right pace and Laurie's home life was interesting. Prepare for foul language. Again, an all right film.",3,1,neutral
en_0258603,"Nope. Don't need another sausage casing.

I wanted a concealing cami. I got a bandage shaper. Returned.",3,1,neutral
en_0230832,"Amazing

Have these hung up in my daughters bathroom. So much bigger then I thought which is amazing!",5,2,positive
en_0761550,"Half the air flow

It works but it doesn't blow nearly as hard as the factory blower. Even on high it's about half the air volume of the original.",3,1,neutral
en_0064580,"Damaged and faulty materials

I purchased this storage cube to hold various books and materials in my office. I started to put it together and there were three broken dowels in the supply bag. As I attempted to put the ones together that were not broken, they snapped and are now stuck in the shelf and cannot be pulled out. The backing boards are all damaged as well as the shelf edges. I am disappointed in the quality of these materials.",1,0,negative
en_0144139,"Super comfy.

Little more snug than I expected. They’re comfy as hell though. Just get a half size up if you can. Otherwise, great slippers.",4,2,positive
en_0510113,"Does not fit well

Product was ripped and did not fit well. It is very uncomfortable to grip. Not as described.",1,0,negative
en_0098759,"Looks Great, weak pins.

I bought one of these for my Garmin Vivoactive 3, and found that periodically on the of the pins would pop out of place. and my watch would fall onto the floor. After comparing the pins on this band to the ones that came with the watch, I found that the spring parts are a tiny bit shorter and thinner, and it actually looks like they bent a little over time, making it more likely to fall out. The Vivoactive has a small bevel where the pin locks into to help with alignment so your mileage my vary, but the pins here are definitely thinner than they could be",2,0,negative
en_0098297,"One size does not fit all

The headset is not adjustable, so if you have a larger head or ears, be prepared for squeezing and pinching. I can't speak to any other feature as they were so uncomfortable to wear I never even turned them on.",2,0,negative
en_0646013,"Excellent, but may break quickly

I wasn't doing anything too crazy with this... for the first month it was great, but for no reason I can see the curved portion has stopped working completely.",2,0,negative
en_0114158,"Arrived broken

The owl on the top is broken off.",1,0,negative
en_0306430,"loose jewelry due to weak spring

Spring clip is too weak, jewelry is easily lost. disappointed",1,0,negative
en_0930754,"Hinge wears out after 6 months

I bought this in March 2019. I opened it and closed it an average of twice per day. Six months later, the hinge has worn out and the case will no longer stay closed.",1,0,negative
en_0809181,"Two Stars

It’s oretty but broke the first day I used it",2,0,negative
en_0839892,"Waste of money and dangerous

Waste of money and dangerous. Just go to the gym. I tried the exercises and they were impossible. I feel duped.",1,0,negative
en_0331978,"Poor quality.

The faux leather cracked, on both shoes, at the bend point within a month. My daughter only wore these to school, and always removed them first thing upon returning home.",2,0,negative
en_0741061,"Five stars for looks and quality - it's nice steel, well made

Five stars for looks and quality - it's nice steel, well made, with hooks that don't threaten to drop your clothes when you open a door. That said... it's not very wide (to be fair, the specs are accurate - but it's smaller than most of the competitors), and the mollies/wall anchors are awful (use your own - if you put things into wallboard, you must have a few lying around). But mostly... WHY AREN'T THE HOLES ON 16"" CENTERS? If you're making these for the US/Canada market, the holes need to be 16"" apart so that we can attach these to beams rather than wallboard.",3,1,neutral
en_0431988,"Two Stars

After 2 weeks one light went out already",2,0,negative
en_0137283,"it did not work

The chord either was defective or not compatible with our PC and monitor. There is little help provided from the manufacturer",1,0,negative
en_0978932,"As usual works great.

Just changed out my black ink and put this one in. As usual works great.",5,2,positive
en_0836498,"Returned

Returned. Never arrived",3,1,neutral
en_0824100,"Not great

First of all, the box is designed in such a way that once opened it's practically impossible to close again, as the bits inside block the rear which comes down inside the box. I have to imagine this was noticed, but nobody thought it important enough to address. Second, in about 20 minutes, three of the sandpaper pieces had fallen apart and one of the plastic bits you put the sandpaper on had blown its screw and gone flying across the room. I guess it wasn't very expensive, if I had to say something nice.",3,1,neutral
en_0435203,"Helpful

Nearly all the tips useful and. I consider myself an intermediate to advanced user of OneNote. I would highly recommend.",5,2,positive
en_0221086,"Ok

I've been using this for a few weeks. There was a tear a week in where the Velcro thumb strap wraps around. It's supportive and does what I need it to while wearing it. The large Velcro strap can get stuck to my clothes, which is frustrating.",3,1,neutral
en_0641025,"WOW -- Easy to use and great results!

Cleaned grout in bathroom - amazing results!",5,2,positive
en_0885476,"Don’t last as long as others

So so life, shoulda bought a name brand.",3,1,neutral
en_0966564,"Fast Shipping Great Price

Since I haven't used them yet I can't speak to quality, but the price was excellent.",3,1,neutral
en_0310284,"Extremely thin hair pieces

Extremely thin hair pieces",3,1,neutral
en_0645978,"Copper Plated

These hooks are only copper plated.",3,1,neutral
en_0083886,"Gorgeous dupes

Looks legit . Unfortunately, I can’t say it’s comfortable after wearing for a couple hours..",3,1,neutral
en_0119232,"It’s only one

The only problem was for the money I thought there were a few in the package because of the picture. Should have read more.",3,1,neutral
en_0677804,"On the fence

Heavy system to jog with",3,1,neutral
en_0188945,"Expect to get promise delivery

Product didnt arrive on time",1,0,negative
en_0588653,"Compact and sturdy

Does exactly as it says. I can see. Light convenient and solid case, small size. Good price",5,2,positive
en_0584596,"Great book

Love this story! Can't wait for the next one.",5,2,positive
en_0326102,"Strong magnet hooks.

I have metal shelving units along the wall in my garage. I use these hooks 2 thread clothesline through and then placed shower curtain hooks tarp grommet holes to make a curtain over the open shelves. It worked perfectly. The shelving units look neater, the contents hidden away until needed. Excellent product",5,2,positive
en_0240599,"These are perfect and exactly as described

I LOVE these! They are true to size and are so easy to put in and out. I love that I have such a wide selection of colors to chose from. I have gotten so many compliments on them.",5,2,positive
en_0083744,"Not the right color

Not even close to the color.",2,0,negative
en_0931137,"Small plates / cheaper at Party City

I thought these were big plates. They’re the small ones. I should have just gone to party city as I could not exchange them.",3,1,neutral
en_0023216,"Not even close to being tight enough for compression socks ...

Not even close to being tight enough for compression socks! My husband wore them for a week, then said they weren’t any help!!!",2,0,negative
en_0044667,"Spray unit did not work

Was delivered quickly and on time The spray unit does not work--sprays only water and the fittings leaks badly",3,1,neutral
en_0117083,"Great pot ,keeps coffee hot!

Brews well and keep the coffee hot. As long as you warm up the carafe prior to filling it up with coffee. I owned a previous coffee maker ,same unit different brand name and it lasted 4 years. Considering Im used to getting a year out of a coffee maker . Its worth it.",5,2,positive
en_0684436,"Highly recommend this

I love love love these. Comfortable, and they work better than my $100 headset",5,2,positive
en_0438762,"TWO stars!

NOT enough info! This book just gave the basic Biography of Steve jobs which can be found in Internet and other sources. Moreover, the book is not written in organize way and smoothly. Disappointing!",2,0,negative
en_0715190,"I will repurchase forever!

I needed to boost my immune system and heal my gut. I kept getting sick this year from everything the children and hubby would carry home from school and work. Stay at home mom here. These work so well! I haven't gotten sick since I started taking these pearls. They survive through stomach acid to reach my gut!",5,2,positive
en_0746257,"Really nice lighting

Really nice lighting for the garden.",5,2,positive
en_0170109,"Color (blue) not as vibrant as pic

The blue is NOT as vibrant as the picture shows (and I am using a color-calibrated monitor). I'd probably pass on ordering this again.",3,1,neutral
en_0449778,"It works, but needs physically altering to get the pieces together

There is a piece of plastic sticking out of the plate that prevents the two pieces from fitting together like they are supposed to. After not getting any support from vendor, I used pliers to tear that piece of plastic off. Fits fine now and will probably do just what it is supposed to. But they missed something in the final development of it, there's a little plastic piece that juts out that doesn't need to be there. It's not even listed on the vendors web site, so I am assuming it is a really new product.",3,1,neutral
en_0565650,"keeps me dry over the sink

It's okay over the sink, also washing the dog...",4,2,positive
en_0492755,"Broken after 8 months

I liked this product okay. I used the kind that slides into your air vent. While it wasn't perfect, it did the job. I had to arrange it in such a way that it was blocked from falling by the vent because the grip wasn't good enough to keep straight when my phone was placed in the holder. Regardless, it worked fine. I have had it 8 months now, and yesterday half of the wheel part that holds the popsocket broke off. The plastic itself had broken so it isn't really fixable which is disappointing. While it was cheap, its not something I'm wanting to replace every year so I'll probably go for a different brand next time around.",3,1,neutral
en_0986701,"Good value

Really like this product. Very handy and organized catch all.",5,2,positive
en_0241451,"Make a mistake ,it doesn’t fit the iphone x

Looks great and feels great but It doesn't fit the iphone x, especially on the camera, very unhappy with the mistake,mine tore and I have no idea how it got snagged so easily. Very disappointing because it’s so expensive. I'll be careful next time.",2,0,negative
en_0815727,"I loved this when I first got it

I loved this when I first got it. I have had it for a few months now and already need to replace it. The leather on the band is cracking and the design has faded pretty bad.",3,1,neutral
en_0322794,"It works very well!

It is exact what we want. It works very well. It's super lightweight, takes very little space for being 100ft long! My husband is the one who is in charge of the back yard so I bought him this hose instead of the older one we had. He is very satisfied.",5,2,positive
en_0552649,"Not bad for a small assortment of flies for a fast ...

Not bad for a small assortment of flies for a fast trip, have to make sure there isn't any material protruding outside of the case.",3,1,neutral
en_0917646,"Not received yet?

It has not arrived as of yet?? No tracking?",2,0,negative
en_0091873,"Horrible.

I put this on because I remember waking up early each morning to watch Power Rangers before going to school and figured I'd give it a shot because of my child hood. There is literally nothing good about this movie. It starts off okay and then progressively gets worse. I literally had to turn it off because the story line and parts were so cringey that I couldn't bare it any more. I gave it another shot to try and finish it and immediately remembered why I shut it off the first time.",2,0,negative
en_0181938,"WORKS GREAT EXCEPT BATTERY WAS DEAD I THINK FOR $25

WORKS GREAT EXCEPT BATTERY WAS DEAD I THINK FOR $25.00 THE BATTERY SHOULD NOT HAVE BEEN DEAD. WOULD HAVE BEEN 5 STARS IF NOT DEAD BATTERY.",3,1,neutral
en_0524647,"Wrong design

I ordered it because I liked the model, I received a round regular ashtray",1,0,negative
en_0351771,"Overall great gi. Could use better drawstring to hold pants up.

The drawstring on the pants slips a bit and could use a redesign. Otherwise great gi. Lightweight, fits well, comfortable, great in the gym.",4,2,positive
en_0895274,"My wife like it. I doubt in benefits provided by supplements ...

Neutral review. My wife like it. I doubt in benefits provided by supplements in general. I'm just skeptical cancer researcher believing in hard data not claims.",3,1,neutral
en_0609883,"Rolls up

Great product but it rolls up on my panties within few hours.",3,1,neutral
en_0070605,"Love these!

I love these. I literally wear one every day, and always get comments on how cute they are. I am a mom of 3 little ones, and don’t have much time for my hair. I throw it up in a messy bun and put one of these on and I look put together. My only complaint is that the actual metal (or whatever material is used inside the fabric) is not the same in all the headbands. Most of them are a thin metal that is very flexible and doesn’t hurt my head, but one of them is thick and too tight.",4,2,positive
en_0327478,"Awesome purchase!

Great gift for my daughter.",5,2,positive
en_0728071,"The bottle was empty

I got 12 bottles of polish. All of the colors were great, except for Cast a Spell, which didn’t actually have any polish in it.",3,1,neutral
en_0639494,"Three stars

I bought these to help my hair stay up while straightening it. My hair is very curly and pretty thick. I’d say these are useable BUT not the greatest for my hair. So I wouldn’t recommend for hair types like mine but they are good clips!",3,1,neutral
en_0047468,"Doesn't work at all.

On our annual week-long camping trip in the Adirondacks the flies are always overwhelming so this year I thought I'd try these traps. The warnings about not putting them close to where you sit are a joke. You can put your nose right up to it and it doesn't smell bad at all. After a week we had caught about 16 flies and the other 16 million were laughing at us.",1,0,negative
en_0790015,"Just what I was looking for

I love it! It is made out of a very hefty material and it is heavy, which I like, because that means it won't blow away when windy. I also love that it has elastic corners. That will help keep it in place when windy as well. I haven't seen how it does in the rain yet, but from the looks of it, it seems like it's going to be great.",5,2,positive
